id,prediction,loss
144252,1682,2263
144261,2224,2276
144264,7821,6224
144269,2099,1691
144271,2011,2435
144272,2372,2304
144274,957.5,1391
144275,2606,7898
144279,2748,3871
144282,1853,1900
144283,2462,5228
144286,1725,4113
144287,1045,1096
144288,5589,5466
144289,1411,777.7
144294,3760,4709
144300,4234,3372
144303,3507,4898
144307,5564,6091
144309,4011,6225
144311,2748,3930
144317,1682,1774
144331,6284,1.011e+04
144332,1342,4807
144338,819,1533
144339,1670,2642
144344,2318,977.8
144345,1262,1103
144346,2372,1186
144352,5564,7369
144353,1179,944.8
144357,5483,9815
144361,1.077e+04,8310
144365,3555,3253
144366,4937,1.114e+04
144370,3435,6131
144371,3106,4189
144374,2762,3377
144378,4234,2078
144380,3613,3349
144381,1591,1705
144388,1784,3419
144391,4011,3020
144392,1249,1597
144396,5319,2138
144397,2099,3285
144398,2011,908.2
144399,1078,2420
144401,1307,2255
144402,3435,4311
144405,2296,1529
144410,2317,965.3
144415,2317,580
144416,1943,1680
144418,1419,933.4
144419,706.5,2982
144423,3129,1180
144425,2874,1108
144426,1262,1407
144429,2815,3248
144430,6284,1.096e+04
144434,2011,1959
144435,3909,2563
144438,2130,1440
144440,1725,1601
144445,1801,1636
144447,4937,1.302e+04
144448,2224,5762
144451,2748,5393
144452,3435,7203
144453,1514,1921
144456,1342,1179
144460,2815,4116
144462,1947,866.6
144466,1906,4638
144471,1906,2567
144472,1411,637.4
144473,1559,1105
144479,2606,2579
144492,1411,1050
144493,2099,1780
144494,2556,2269
144496,1863,2802
144497,900.1,1053
144500,1947,1181
144502,5667,5233
144513,2011,3336
144526,1568,2826
144536,2748,681.1
144538,2748,3745
144541,1179,841.8
144542,4263,5169
144544,800.9,403.6
144549,2556,3101
144555,1603,6386
144565,2296,4139
144568,795.9,979.5
144571,1344,1762
144572,2372,2302
144574,4234,4539
144578,706.5,911
144579,2762,2918
144581,3106,4149
144586,3129,2310
144591,1514,814.7
144595,2200,886.7
144596,2099,777
144601,2169,2742
144607,1523,1418
144610,9337,8297
144612,957.5,782
144614,5564,5401
144615,1947,1088
144616,1523,686.4
144619,4828,6086
144625,469.4,1496
144627,1559,467.3
144630,4263,4323
144636,706.8,198.4
144637,2126,1741
144639,1288,1280
144640,3757,4899
144644,1557,2397
144647,4470,3579
144648,5564,1.329e+04
144650,2887,2936
144656,1603,1169
144658,1760,1304
144668,1523,9414
144671,2317,1242
144676,1455,1111
144678,1725,1133
144680,2372,2446
144683,626.8,500.6
144685,2748,4509
144690,2011,2685
144691,1131,658.4
144697,1943,871.2
144700,1344,891.4
144704,1523,1535
144705,1853,1786
144706,2169,1504
144708,4440,3765
144711,2372,2810
144717,8446,6276
144724,1655,1438
144728,2246,3039
144733,1238,1248
144734,3308,4257
144735,1514,1812
144737,1411,4707
144740,957.5,1158
144745,1725,1819
144749,3255,818.8
144752,1455,610.5
144755,2556,2348
144764,3106,2937
144765,2163,2932
144767,1404,966.3
144771,1121,1368
144773,2130,5068
144779,2099,3615
144780,961.4,595.4
144781,1.209e+04,2.07e+04
144783,2701,1567
144784,1655,909.1
144788,1411,2091
144789,3011,1014
144800,1105,2175
144814,1.097e+04,1.848e+04
144815,3760,8243
144819,1853,1673
144820,2099,2453
144825,1863,2105
144827,4234,3932
144829,1853,4457
144830,1401,1739
144836,2887,3999
144843,1455,1161
144848,2246,3193
144849,2556,1493
144850,1603,3547
144853,1404,2321
144855,2815,1762
144856,1249,572.9
144860,1695,3088
144861,1288,1038
144866,1342,864.9
144868,2200,1039
144871,2556,3301
144873,3106,3757
144880,6089,1.189e+04
144881,5057,5791
144882,959,576.8
144884,6284,3548
144901,2169,1278
144903,2887,4869
144905,1853,1320
144914,3011,1.096e+04
144915,3613,2026
144918,1725,1368
144919,1906,1071
144923,4828,7325
144925,1288,1246
144926,1662,3207
144927,1.02e+04,1.161e+04
144928,1084,1759
144929,1505,1729
144934,2099,3478
144938,1297,1165
144942,1121,1348
144944,4263,5519
144946,1947,1701
144950,1238,622.6
144955,1557,1092
144956,2887,1962
144957,1012,3644
144959,2643,1831
144961,2701,2172
144970,1670,2924
144972,2815,3005
144977,1695,4365
144981,2748,2568
144983,1863,1109
144990,626.8,581.4
144992,1682,5101
144996,1.02e+04,1.327e+04
144997,3760,1375
145004,1404,1481
145007,2643,7978
145011,1591,1234
145012,2169,2651
145013,3555,9863
145016,1.319e+04,1.86e+04
145017,2884,1019
145023,4804,1594
145027,2959,2210
145028,2556,1171
145029,1455,1178
145034,6089,1184
145037,5589,5437
145039,3255,3141
145041,1084,1845
145058,1947,4346
145059,2372,4634
145060,1682,1256
145063,5319,2167
145073,2748,1803
145074,6284,6112
145078,3760,4811
145086,1480,1688
145089,4828,3010
145091,3435,4748
145093,3760,4892
145097,2606,2581
145111,1084,605.2
145119,1411,5895
145122,1523,1195
145125,2887,4863
145127,1411,678.5
145128,1078,1341
145133,2318,2100
145134,800.9,604.5
145135,961.4,1244
145140,2099,1407
145143,2556,1801
145144,2748,2806
145155,2011,1750
145156,1906,2043
145159,4937,3794
145162,2169,1385
145163,1670,1046
145166,4804,4423
145170,2748,1445
145173,4777,2245
145174,1411,833
145180,4470,4876
145187,2099,4974
145188,1238,1288
145192,2701,2241
145200,841.5,329.4
145201,900.1,667
145204,2099,2818
145207,2169,2445
145213,2556,1999
145215,8446,9450
145223,1947,3182
145224,1.077e+04,1.747e+04
145225,1249,1169
145227,2462,2676
145229,2372,1241
145231,3275,3009
145232,2372,2026
145234,1682,649.1
145238,1084,1043
145241,1682,1440
145242,2099,5434
145243,2400,1775
145244,4263,6562
145249,1725,2359
145258,6089,5274
145259,2011,1429
145261,1002,1268
145262,957.5,2038
145263,1288,929.1
145264,2556,2340
145265,929.9,973.5
145270,3011,1963
145273,5319,7267
145280,1591,1735
145283,1853,2803
145286,2224,1227
145293,7106,9074
145294,6089,2845
145300,1321,348
145302,1797,1181
145303,2200,3308
145304,5483,5164
145307,1131,3306
145308,5589,9750
145309,2462,2783
145310,974.7,798.6
145311,1455,1120
145317,2462,696.1
145318,2317,2317
145320,2372,1828
145326,1012,945.5
145327,1179,1138
145328,5589,4210
145339,3613,8830
145341,1342,1129
145343,1725,1220
145347,3129,4876
145348,683.4,902.5
145350,874.1,674.9
145354,1853,2448
145361,1943,2529
145362,3435,6469
145363,2372,3930
145364,3555,2594
145365,4470,113.8
145366,1480,1496
145369,4470,6981
145373,2748,3935
145376,1906,2506
145379,4011,4563
145384,1760,1886
145386,1523,4480
145388,9337,1.332e+04
145390,2224,1863
145392,1906,4203
145394,1342,1293
145395,742.4,945.8
145397,1906,2098
145398,1121,1046
145403,1523,2371
145405,1943,1904
145409,1819,2384
145414,819,753.8
145415,1.077e+04,1.099e+04
145416,2099,2509
145419,957.5,2681
145425,4822,5005
145427,1288,769.7
145433,1179,1506
145434,1943,4180
145436,1557,1034
145441,2901,3807
145443,1131,721.8
145444,4470,4441
145446,1906,4340
145448,2099,1056
145454,800.9,652.5
145455,3757,2725
145459,1603,1445
145466,1002,1066
145469,2815,3432
145470,1342,2704
145473,1131,1213
145474,706.8,543.7
145479,1093,200.3
145480,7426,1.087e+04
145482,2011,900.8
145484,3435,2648
145485,2099,3737
145488,6284,1.103e+04
145492,2462,5182
145499,1682,2043
145500,876,683
145501,761.3,834.8
145505,1557,5789
145512,819,997
145514,3308,2584
145524,2556,2163
145529,4011,5510
145530,2556,3552
145533,1557,749.3
145535,1662,1269
145543,1514,998.3
145545,1603,1380
145549,1797,2205
145551,2011,779
145554,1682,4933
145556,929.9,195.2
145561,1568,1156
145563,1238,581.8
145564,1045,578.9
145567,1943,1622
145572,1797,1080
145577,1819,2993
145578,7350,5987
145580,1662,1344
145583,800.9,377.4
145585,1695,1389
145590,2748,2574
145591,2296,2526
145595,2901,6221
145596,2556,3926
145598,2643,1600
145602,1344,1498
145604,2643,1978
145605,1557,2360
145609,1682,952.6
145627,3255,1544
145628,2224,1366
145639,3760,2238
145648,1411,1891
145655,3106,2954
145658,1307,2105
145661,2887,5991
145662,3909,3164
145664,1480,1635
145665,5483,6836
145671,752.5,1750
145672,900.1,758.2
145674,2556,4453
145675,2099,3650
145677,3613,3011
145679,5589,3539
145686,961.4,1019
145690,1853,4286
145693,2317,4028
145695,2349,4929
145696,1054,564
145699,1249,2254
145702,1682,4148
145705,4431,4940
145708,1591,716.3
145710,1603,1409
145717,1906,2578
145721,3275,3882
145723,1760,850
145724,1906,1606
145729,2099,1145
145730,4234,9164
145733,2762,1961
145735,2317,4494
145737,1238,683.7
145739,1093,565.3
145740,2815,2652
145741,4263,5767
145742,2748,3695
145743,4263,3715
145744,7350,7852
145745,1655,1438
145746,1249,1380
145754,4777,2597
145756,706.5,444.6
145757,3757,3629
145758,3255,2368
145765,2011,3519
145768,3613,4394
145769,899.6,381.2
145771,1725,3083
145772,1603,812.9
145773,3757,2440
145777,1121,937.2
145780,876,1407
145791,3011,2996
145793,2556,1049
145795,4828,580
145796,1947,3125
145797,5057,7615
145800,899.6,1344
145804,4234,5911
145806,4822,9682
145807,1480,1114
145808,3435,4739
145812,1480,706.7
145813,2372,1466
145825,1662,1354
145828,2224,3646
145836,5319,7945
145839,2130,5896
145840,2556,2003
145843,1249,1231
145847,1947,557.3
145850,2372,2597
145856,1670,975.3
145857,2011,2123
145858,2462,3155
145859,1682,3285
145876,1238,2285
145877,2748,2794
145878,6284,6264
145879,1455,851
145883,1591,812.3
145886,1784,1012
145889,2556,3220
145890,1.31e+04,1.181e+04
145892,819,1114
145900,1455,1610
145908,1201,958
145910,1906,2222
145912,2011,2023
145917,1121,3228
145920,1291,2561
145921,2099,1845
145926,3308,1160
145927,1321,3747
145936,2701,3969
145938,5319,7465
145940,3011,5235
145946,1342,1685
145947,800.9,2826
145948,1761,2344
145951,1.209e+04,1.835e+04
145955,1591,762.9
145957,4822,6273
145958,1591,1141
145960,1191,1796
145963,874.1,762.5
145964,2099,2384
145968,1321,1092
145970,2372,2059
145972,2887,1199
145979,1249,1510
145980,829.1,1036
145985,795.9,513.9
145990,2224,1760
145992,1.144e+04,1.417e+04
145994,1455,1010
145995,1404,1327
145997,1682,876.5
145998,5483,4583
146001,1603,2375
146004,1947,1446
146007,1947,1941
146008,2901,2068
146009,1121,1212
146011,1297,1904
146014,829.1,955.2
146016,1084,817.4
146018,1191,580.7
146022,1523,1587
146023,1201,494.8
146026,1201,2219
146028,6089,1.209e+04
146029,1.209e+04,6437
146032,2372,3783
146033,1411,2099
146034,3435,2869
146037,1947,930.2
146039,1344,727.7
146040,2011,693.2
146041,4937,8845
146042,1262,4387
146043,3255,1.302e+04
146044,1121,1399
146046,5589,3114
146047,1002,833.2
146049,2643,3000
146054,1.02e+04,1.161e+04
146055,1002,785.3
146057,3757,2817
146058,4004,3435
146060,3129,2364
146061,6425,4497
146062,2748,1877
146068,1670,1837
146069,5319,1822
146072,3885,3855
146073,412.8,260.7
146075,3011,3391
146084,1906,3040
146087,795.9,736.4
146089,2200,865.3
146090,929.9,1109
146092,3435,5841
146093,1695,1438
146095,5667,8153
146097,1318,611.6
146099,2372,3654
146102,1557,1543
146106,2099,1303
146108,2099,3269
146109,3255,5489
146110,1591,1212
146111,1557,1277
146112,1505,878.1
146113,3757,5471
146119,3555,3136
146120,1455,1621
146123,1236,1854
146124,3435,4336
146129,1084,1024
146132,4470,4160
146137,1249,2917
146138,1853,975.9
146143,2748,2701
146151,4011,4227
146152,3106,4138
146161,2874,1398
146165,742.4,911.2
146168,2874,2598
146170,1288,896.3
146174,1.02e+04,6523
146177,1262,3991
146183,1238,987
146184,3011,3609
146196,2874,4949
146200,2372,1678
146201,2643,2242
146205,8467,9416
146206,1523,4511
146208,1943,1048
146209,1591,4050
146210,2372,3169
146214,6284,4652
146216,1.097e+04,1.557e+04
146222,4011,5006
146225,1906,2167
146227,1906,1736
146232,4203,5711
146233,2169,2734
146234,1046,988
146239,3555,5401
146240,3435,998.8
146246,3106,5999
146251,1505,2732
146254,3106,4300
146256,1002,5034
146258,1262,1119
146261,1002,574.3
146264,2099,1818
146265,1342,1268
146269,3106,5842
146272,1135,1990
146275,2318,4388
146279,3507,3035
146283,1760,1712
146286,2556,935.1
146289,1411,816.4
146292,1819,3570
146293,1318,1074
146295,3757,3533
146302,1947,2461
146305,6759,4338
146312,6089,3001
146313,706.8,841.5
146315,1603,1431
146317,900.1,723.7
146318,752.5,948
146320,3011,1093
146323,6284,7015
146326,1943,2953
146328,1179,1166
146333,1725,1620
146334,1797,769.3
146336,2349,3044
146337,7821,1.056e+04
146341,7276,3900
146346,1411,243.2
146349,961.4,934.4
146357,1682,2392
146366,1603,2603
146371,2748,7097
146372,1682,1384
146373,1603,1295
146381,1853,589.3
146385,2169,1211
146388,3308,3913
146390,2874,1409
146393,1591,2319
146399,5179,4361
146414,957.5,1903
146419,1046,620.8
146424,800.9,1272
146427,2318,4013
146430,3757,1290
146431,1603,3138
146440,3011,2265
146442,1344,1037
146448,1947,2867
146451,3613,3505
146453,1179,1209
146454,1121,917.2
146456,5589,5810
146458,1505,1247
146459,1682,1433
146460,3760,8074
146461,1191,524.3
146463,1249,960.8
146466,1523,2439
146467,716.2,324.5
146470,929.9,804.7
146472,3011,2760
146474,819,553
146477,1344,277.1
146479,1411,1691
146482,2748,2281
146487,1321,1025
146490,957.5,895.5
146491,1344,1958
146492,2372,3036
146493,3435,4501
146494,2556,1501
146499,1725,705.6
146504,5813,5363
146511,4234,5357
146516,1288,1311
146519,3757,5240
146522,1445,2888
146529,3760,3380
146532,1523,859.3
146533,4011,1986
146537,9337,1.104e+04
146538,4804,5544
146541,2318,2703
146542,1411,1186
146543,3555,3016
146545,4115,5493
146547,1411,2204
146556,1078,938
146559,2200,1452
146566,1179,1215
146569,2318,1969
146576,2815,1611
146579,1682,1393
146587,7426,5104
146591,1557,865.5
146593,2748,2684
146594,1853,2122
146597,4777,8279
146601,1760,2752
146602,3129,2021
146603,3555,1854
146605,1514,1473
146606,8446,1.37e+04
146607,5483,3277
146608,1853,939.7
146611,1131,1649
146614,1131,909.1
146619,3507,2369
146620,1784,1594
146621,1.02e+04,9463
146625,7821,7184
146626,6504,1.23e+04
146631,8467,7896
146635,2901,3916
146638,1853,963.4
146639,2246,2423
146640,2896,2716
146643,2372,1809
146646,5179,7264
146648,1179,1469
146649,2815,3139
146657,941.8,837.7
146658,1853,3172
146659,8446,1.528e+04
146662,1249,809.5
146665,1249,1027
146666,3011,2589
146670,4134,2687
146673,4777,3495
146674,2874,2804
146675,1135,690.4
146676,2200,1490
146681,4470,2877
146682,3760,3378
146683,2748,7339
146688,716.2,685.8
146690,1947,2440
146695,3909,4574
146698,1344,981.2
146699,5483,7011
146700,761.3,661.4
146704,1249,697.9
146705,4004,2207
146706,1801,1684
146716,8446,8231
146717,2251,2166
146725,5667,3674
146728,1480,1233
146736,2643,4054
146740,3507,2455
146742,2099,1089
146747,2556,4644
146755,1906,1003
146758,1523,1624
146759,2372,2548
146761,1.02e+04,1.064e+04
146762,1165,833.8
146768,1288,807.9
146771,1201,1370
146774,1121,1444
146786,1662,2210
146792,1523,1451
146796,2224,1733
146799,1655,2012
146802,1002,928.1
146803,6759,6509
146806,1682,1109
146809,2643,4183
146811,4937,4728
146814,2011,2167
146815,1249,1178
146816,5319,6913
146825,1906,1726
146826,3129,3282
146827,1682,1357
146829,1249,733.2
146836,2099,1896
146837,1725,1180
146841,2349,1086
146843,957.5,552.7
146851,941.8,520.6
146861,1.02e+04,8814
146870,4470,2644
146872,1670,1687
146874,1514,821.2
146875,1093,800
146876,1760,3071
146878,1002,1762
146879,2701,5247
146880,2556,1927
146885,3555,3091
146891,2884,2948
146893,1725,2843
146894,3435,2935
146899,1002,1538
146900,4804,8160
146901,2556,1614
146903,957.5,703
146906,1761,1814
146911,2901,2891
146913,2099,3058
146917,1411,1489
146919,4822,2865
146921,1853,2712
146929,1947,3251
146930,1404,541.6
146931,2748,3539
146935,3613,2611
146942,1411,1755
146944,1344,1602
146948,3555,4274
146952,3555,2462
146957,2556,3395
146960,829.1,434.4
146973,1725,1818
146980,5813,7430
146988,829.1,1111
146991,1288,1521
146995,1179,1315
147002,961.4,864.1
147006,3011,6127
147011,4470,5013
147014,1288,1088
147018,6089,6631
147026,2224,768.3
147031,2224,1103
147035,1557,1532
147036,2099,1234
147040,2317,1736
147042,4804,2259
147043,2748,1932
147044,1557,732.5
147047,1342,2974
147051,1238,2289
147054,1480,1350
147064,1093,1025
147065,1760,4764
147066,1093,656.9
147070,1084,715.2
147072,1179,2036
147075,2556,3366
147079,2099,2446
147080,1012,830.6
147082,1344,2107
147083,1445,1.059e+04
147084,1682,3990
147087,3106,2619
147090,1201,1108
147103,1455,3709
147107,3555,1764
147109,2887,3962
147111,1906,499.6
147114,4234,5827
147116,1947,1002
147121,957.5,1102
147122,4470,2976
147123,1891,2017
147126,1404,1879
147131,1682,895.9
147132,2246,1776
147134,1.02e+04,7399
147139,1084,1063
147142,1505,748
147148,2556,826
147149,874.1,715
147151,4004,8055
147154,4011,6762
147155,5667,6016
147157,3275,1386
147160,3909,6064
147161,899.6,519.8
147167,2643,1424
147170,2099,2368
147180,2099,1697
147182,1045,580.6
147185,1288,735.5
147196,1603,888.2
147204,3275,5614
147205,2317,1474
147214,4115,6373
147215,2372,1156
147217,1321,1425
147223,1784,2246
147224,1046,1512
147230,4011,2173
147237,1943,2522
147238,957.5,633.6
147239,1695,2481
147241,3275,3470
147242,2011,1285
147246,3308,4729
147247,4777,6018
147249,5943,7681
147251,1455,1751
147253,2748,2037
147254,5943,6149
147257,1238,1170
147261,1.097e+04,9439
147263,1682,3039
147268,1947,825.8
147272,1505,960.4
147275,2011,1110
147282,2815,1414
147283,1411,915.1
147287,7350,7546
147288,1947,6137
147291,1670,767.3
147294,2317,1855
147297,1760,2217
147298,683.4,722.8
147302,1797,2653
147306,1131,1398
147307,6089,5455
147309,1568,1599
147310,1411,1784
147311,4804,2232
147312,1084,866
147315,1523,1680
147316,1760,1985
147317,2388,1959
147320,2556,2785
147321,2011,1325
147324,1121,1777
147328,1523,785.3
147329,1514,1062
147331,1695,1689
147334,7821,7243
147337,800.9,1168
147338,3555,1998
147340,3435,2463
147341,1670,2717
147343,1603,1271
147347,1682,940.7
147348,8467,7325
147350,829.1,596.3
147353,1670,1439
147357,2556,1168
147359,1131,1031
147361,2748,2826
147364,1603,1634
147365,2224,3249
147366,1307,1808
147367,3255,953.3
147369,1179,1733
147371,2762,3701
147376,1002,710.4
147377,1.209e+04,1.584e+04
147383,4470,3102
147384,1603,1961
147394,4937,5100
147397,1559,3041
147403,2011,870.3
147409,3106,5385
147410,4263,7511
147411,1514,190.1
147414,1853,2681
147415,3613,3968
147421,795.9,320.4
147422,1084,1272
147432,5319,6360
147436,5057,6327
147437,1760,1660
147442,1801,1783
147443,2011,2080
147447,1523,3271
147450,3106,3133
147452,2296,4388
147455,3275,3226
147458,1179,1065
147459,2901,3149
147463,4011,4608
147466,1307,949.5
147474,1947,1282
147475,3011,1705
147477,3275,4655
147483,2701,2755
147487,2556,4022
147489,4937,3484
147491,3760,5077
147494,2011,1596
147495,961.4,1908
147498,761.3,2805
147499,3129,1441
147501,2556,2675
147510,3129,4857
147512,1514,2274
147515,1084,1726
147516,1342,824.5
147518,3555,1760
147520,1002,1849
147522,929.9,1028
147523,1591,1636
147526,3308,4680
147529,1523,1363
147533,6866,9447
147534,3613,3320
147535,929.9,1167
147540,957.5,647.9
147541,1906,2436
147550,1943,1240
147553,2643,4938
147558,1863,1505
147561,1455,566.3
147565,1179,1393
147567,1238,1370
147569,1342,1099
147572,1906,2665
147588,5564,1.18e+04
147592,3757,5178
147595,3435,1863
147596,6284,8657
147598,5319,8986
147599,5483,5456
147602,1455,1726
147603,5667,2930
147604,1.31e+04,6742
147605,6089,4987
147606,1761,987.1
147615,2874,1572
147618,1411,513.4
147619,2874,4475
147625,2887,1632
147628,3613,4040
147629,1947,5387
147630,957.5,295.3
147631,1321,1049
147632,3275,4139
147645,2317,1893
147647,3106,2110
147648,4263,1.088e+04
147649,2011,1295
147653,1947,3135
147654,1135,4704
147662,957.5,1205
147667,3106,2516
147668,1238,329.2
147673,2606,1153
147675,957.5,910.8
147676,4234,5589
147677,4011,6639
147679,1557,1424
147681,1419,3475
147687,1682,2879
147688,1404,2849
147691,1853,984.4
147695,1342,2194
147696,1342,4661
147698,1670,1071
147700,1725,2154
147701,899.6,983.9
147702,1093,3483
147706,2011,3872
147714,1236,930.1
147717,1819,3619
147718,1480,1361
147720,2896,5293
147721,2959,2322
147722,4263,1.581e+04
147724,2011,2470
147728,1131,1272
147731,2887,3339
147738,4011,3597
147739,5319,5088
147743,4804,4260
147745,6759,5299
147746,2896,7471
147748,1084,1183
147749,1455,2580
147752,2200,2593
147755,3613,1462
147756,1906,3497
147759,1318,912
147760,2224,2948
147762,4234,5317
147765,2296,2255
147772,3275,9468
147774,4115,4184
147779,2556,1363
147785,1906,1824
147787,4263,2235
147794,1682,1784
147796,1591,1680
147800,2556,2417
147801,2606,2256
147802,1249,1989
147805,3011,5476
147808,3613,4822
147809,2762,5924
147811,8080,9230
147817,4011,8526
147820,2011,3372
147822,1603,4017
147823,1819,1259
147827,1591,1650
147830,1725,3678
147834,2200,4574
147836,1670,859.7
147837,1797,5594
147839,1906,3876
147843,2011,1668
147845,1695,2702
147846,3308,4185
147848,2556,1344
147850,1121,1411
147851,2762,1619
147852,2815,3224
147861,1.02e+04,8057
147862,2318,1055
147871,2815,2225
147872,3555,2891
147875,1801,6553
147876,5319,4559
147883,8446,5893
147884,829.1,996.8
147887,2011,2267
147891,1591,795.1
147896,1002,408.8
147902,3757,5798
147905,4937,8949
147906,2556,3310
147908,6089,7907
147914,2556,3202
147915,4937,7075
147921,3613,4478
147924,1514,496.4
147935,3275,6879
147938,961.4,972
147943,1121,1533
147945,1002,820.6
147947,706.8,518.5
147949,941.8,7572
147950,1682,2406
147956,3555,8020
147957,1419,644.9
147958,1853,1418
147963,1568,943.7
147966,3255,1908
147968,3613,1473
147971,1863,1939
147977,1191,2264
147990,2372,3033
147991,929.9,819.7
147993,3435,3876
147996,6504,8929
148002,2815,4600
148003,2099,1081
148004,1318,1678
148005,1121,915.4
148006,1514,2362
148015,2372,856.8
148016,7276,7635
148020,2556,5524
148024,1557,2339
148028,1455,1096
148029,1725,2520
148033,1784,832.1
148034,3613,3235
148039,4011,7017
148040,6284,7859
148043,6284,1.441e+04
148046,1054,1544
148047,2099,2708
148050,2606,2496
148053,3129,5041
148054,2748,1721
148056,752.5,715.4
148058,3507,4250
148065,3555,3426
148067,1557,1794
148073,2011,1534
148075,5470,4064
148083,1760,1242
148089,1191,984.8
148092,1682,1189
148094,1523,2203
148102,3909,2552
148103,1238,992.1
148110,4822,4318
148111,3106,1485
148113,3106,3129
148114,1165,753.6
148115,1603,2496
148117,2606,2469
148119,5319,5498
148120,961.4,594.6
148122,4470,5802
148126,1725,1499
148132,4004,4543
148135,5319,3907
148138,3308,2832
148146,1249,2060
148147,1557,1392
148148,4263,6626
148150,1.097e+04,9568
148154,2740,2488
148155,1411,1780
148156,716.2,776.4
148165,2701,3996
148167,1054,771.9
148171,2748,3430
148172,6759,4728
148173,1093,1267
148176,2246,3167
148177,2099,5242
148182,1288,1456
148183,1784,428.7
148185,1906,697.8
148186,1655,803.7
148189,5589,5616
148191,1288,895.1
148193,2200,4445
148195,3129,2372
148196,3255,2329
148197,1249,1039
148201,1131,1132
148204,1455,2171
148207,1906,1694
148211,2556,4423
148214,5813,1.026e+04
148215,2011,690.2
148220,1682,1678
148222,2099,822.2
148223,2372,2325
148224,1557,2291
148227,2556,5229
148228,1760,2377
148233,2874,1248
148235,3757,3445
148239,1249,1378
148240,3275,3276
148242,7821,1.032e+04
148245,874.1,1147
148248,8446,4950
148249,2011,2566
148250,3308,2636
148256,2701,2441
148259,1179,1283
148266,2317,2126
148267,1307,1140
148268,5179,3768
148270,5667,6547
148277,3106,3063
148278,1291,1278
148281,5319,4992
148282,5589,1.29e+04
148286,1131,1193
148287,683.4,637.6
148289,2011,1477
148291,4011,2545
148293,1853,1916
148294,900.1,1487
148295,2099,1652
148296,957.5,1105
148300,4011,3402
148304,1321,1026
148306,1131,1492
148310,2318,1959
148316,3760,5552
148324,1318,2422
148327,1084,1255
148334,5813,5307
148335,1045,1334
148337,4443,6792
148341,3255,1963
148344,1557,1480
148352,1682,616.2
148355,1819,945.5
148358,957.5,1997
148360,4263,7948
148361,1.02e+04,1.115e+04
148367,1344,1258
148375,2099,4832
148380,761.3,863.5
148383,3255,6735
148384,8446,9900
148389,1.097e+04,1.608e+04
148390,4822,5614
148392,2099,1695
148394,1557,1367
148396,1603,1078
148398,2887,2494
148399,1505,1427
148400,4937,8755
148401,2643,2741
148402,4011,6328
148404,2556,2692
148408,3555,5517
148409,2556,1882
148411,1670,871.8
148412,1523,2985
148413,8080,4288
148415,1.02e+04,1.128e+04
148419,1760,3819
148422,1321,1856
148424,1179,317.1
148429,2643,3368
148433,1591,866.9
148435,1288,1731
148436,1121,749.2
148445,1760,716.3
148447,2556,3399
148461,1179,1642
148465,2169,2147
148474,4828,5274
148475,1670,919
148476,4937,2605
148479,1344,786.1
148485,1863,2516
148487,1321,2033
148488,2011,4082
148492,1046,354.9
148494,2748,4131
148503,957.5,2112
148505,1.077e+04,8796
148509,1682,1301
148510,2011,1825
148512,1557,2349
148514,2556,8516
148516,2643,2330
148530,899.6,1641
148532,2246,4177
148536,1.319e+04,1.012e+04
148541,1662,1580
148544,1682,1243
148545,1906,969.6
148548,5589,7123
148549,957.5,3891
148550,3106,2908
148551,3760,4288
148553,2099,2959
148554,1236,1300
148560,1002,1330
148562,1165,858.4
148567,4263,6595
148577,3255,3304
148585,3255,6046
148588,2317,3252
148593,1045,1062
148596,4937,1800
148598,5179,6392
148600,3106,4792
148606,1046,1108
148610,1288,1311
148612,2874,941.3
148614,2169,2357
148619,2126,2593
148621,1084,620.1
148624,899.6,987.7
148628,2556,707.6
148632,1297,701.6
148633,1947,487.1
148635,1411,1200
148638,1557,1442
148640,3255,4562
148643,1411,3776
148645,1523,2183
148646,899.6,847.6
148650,3308,580
148652,2887,1998
148654,3011,5370
148659,5319,3366
148665,1682,890.7
148667,1249,631
148668,3435,2544
148671,2556,1938
148676,3555,2598
148679,1179,1189
148680,2606,2527
148683,2815,3190
148694,1725,1653
148695,2099,1946
148698,2372,2195
148699,3106,2092
148702,1760,1506
148705,1002,2062
148706,2556,3252
148707,3435,5131
148709,3435,3927
148711,2556,2274
148712,2318,2081
148716,1288,1509
148717,3275,2772
148721,1557,1536
148725,1054,724.2
148728,1863,4118
148730,2748,2614
148731,1002,1103
148732,1404,1239
148735,1404,1988
148736,1662,4083
148742,2099,2607
148743,2349,1272
148747,2556,4632
148749,1288,1258
148751,876,382.6
148752,1557,1396
148753,1236,4412
148758,1947,1409
148760,8446,1.251e+04
148763,1455,898.5
148765,1761,2849
148767,2099,1235
148774,4234,7082
148777,5943,4849
148780,5589,3813
148782,1084,765.7
148783,1505,1343
148795,1760,1119
148797,1078,642.6
148799,1603,1955
148812,1725,1048
148816,1.02e+04,1.373e+04
148817,5179,650
148818,5179,1.168e+04
148820,819,829.3
148823,1514,1269
148827,2748,2234
148831,1853,1422
148832,4822,2678
148834,3275,2816
148835,1801,3482
148836,1947,1312
148844,1288,2127
148849,1404,4776
148851,2462,2352
148852,2388,2084
148853,1404,2404
148858,1603,1449
148859,3011,4934
148860,5667,7822
148862,1131,923.9
148865,6089,2331
148867,2200,1624
148874,1191,1556
148877,3435,1461
148881,2246,2269
148886,2317,3020
148888,9333,9595
148897,2462,2064
148900,1559,1982
148905,1559,2181
148907,1853,1760
148909,1514,4211
